product_name,eco_score,eco_signal,organic_badge,lang_da,green_words,category,labels_tags,languages_tags,countries_tags
Peberfrugt & Chili Sandwich Spread,,0,1,1,0,unknown,"en:organic,en:eu-organic",<na>,en:denmark
Natural Energy Drink,,0,0,0,1,unknown,,<na>,en:denmark
Functional Nutrition Protein Shake Vanille,,0,0,0,0,unknown,,<na>,en:denmark
Protein Shake  FNCTNL,,0,0,0,0,unknown,,<na>,en:denmark
Breakfast Shake,,0,0,0,0,unknown,en:no-lactose,<na>,en:denmark
Protein Shake,,0,0,0,0,unknown,,<na>,en:denmark
Protein bar banana,,0,0,0,0,unknown,,<na>,en:denmark
Breakfast protein bar,,0,0,0,0,unknown,,<na>,en:denmark
Protein bar peanut,,0,0,0,0,unknown,,<na>,en:denmark
Protein bar chocolate & orange,,0,0,0,0,unknown,en:no-added-sugar,<na>,en:denmark
Proteinbar chokolade og banan,,0,0,0,0,unknown,,<na>,en:denmark
Energy Drink Zero Sugar High in caffeine,,0,0,0,0,unknown,,<na>,en:denmark
Whey 100 Ice Coffee,,0,0,0,0,unknown,,<na>,en:denmark
Whey Protien,,0,0,0,0,unknown,,<na>,en:denmark
Whey 100 protein powder choco,,0,0,0,0,unknown,,<na>,en:denmark
FNCTNL HYPOTONIC LEMON DRINK B6 B12 C,,0,0,0,0,unknown,,<na>,en:denmark
Designer Whey,,0,0,0,0,unknown,,<na>,en:denmark
WHEY 100 PROTEIN POWDER CHOCOLATE,,0,0,0,0,unknown,,<na>,en:denmark
Whey 100 Protein Powder,,0,0,0,0,unknown,,<na>,en:denmark
Choko Hazel,,0,0,0,0,unknown,,<na>,en:denmark
Ethanol Fri,,0,0,0,0,unknown,,<na>,en:denmark
Jolly Abrikos,,0,0,0,0,unknown,,<na>,en:denmark
Ginger Beer,,0,0,0,0,unknown,,<na>,en:denmark
Abrikos,,0,0,0,0,unknown,,<na>,en:denmark
Light Sprite,,0,0,0,0,Sodas,,<na>,en:denmark
Ginger Beer,,0,0,0,0,unknown,,<na>,en:denmark
Rose Lemonade,,0,0,0,0,unknown,,<na>,en:denmark
Jolly Cola 33cl,,0,0,0,0,unknown,,<na>,en:denmark
Vestfyns bryggeri,,0,0,0,0,unknown,,<na>,en:denmark
Smoothie,D,0,0,0,0,Smoothies,,<na>,en:denmark
Avocado and mango smoothie,,0,0,0,0,unknown,,<na>,en:denmark
Smoothie,D,0,0,0,0,Smoothies,,<na>,en:denmark
Johurttismoothie,,0,0,0,0,unknown,,<na>,en:denmark
Avocado&mango smoothie,,0,0,0,0,unknown,,<na>,en:denmark
Æble banan jordbær smoothie,,0,0,1,0,unknown,,<na>,en:denmark
Pastasalat  Cæsar,,0,0,1,0,Pasta salads,,<na>,en:denmark
Tuna mousse Salad,,0,0,0,0,unknown,,<na>,en:denmark
Sandwhich Med Kylling,,0,0,0,0,unknown,,<na>,en:denmark
Tandoori Wrap,,0,0,0,0,unknown,,<na>,en:denmark
Kikaertet,,0,0,0,0,unknown,,<na>,en:denmark
Cajun tomatwrap,,0,0,0,0,Chicken wraps,,<na>,en:denmark
Chili Lemon Chicken,,0,0,0,0,unknown,,<na>,en:denmark
Chili Couscous,,0,0,0,0,unknown,,<na>,en:denmark
Street Caesar,,0,0,0,0,unknown,,<na>,en:denmark
Teriyaki Chicken,,0,0,0,0,unknown,,<na>,en:denmark
SKYRMED,B,1,0,1,0,Fromages blancs with fruits,,<na>,en:denmark
Sallad med tonfiskröra,,0,0,0,0,unknown,,<na>,en:denmark
Pasta Fidanzati,,0,0,0,0,unknown,,<na>,en:denmark
Pappardelle Pasta,,0,0,0,0,unknown,,<na>,en:denmark
White truffle condiment in extra virgin olive oil,E,0,0,0,0,Extra-virgin olive oils,,<na>,en:denmark
crema di nocciole,,0,0,0,0,unknown,,<na>,en:denmark
Papa Rika,,0,0,0,0,unknown,,<na>,en:denmark
Sweet Hurry Curry,,0,0,0,0,unknown,,<na>,en:denmark
Salsa Yucatan,,0,0,0,0,unknown,,<na>,en:denmark
Roasted Salsa,,0,0,0,0,unknown,,<na>,en:denmark
Slow Cooked Marineret Okse,,0,0,0,0,unknown,,<na>,en:denmark
Chili sin carne,,0,0,0,0,unknown,,<na>,en:denmark
Chili con carne,,0,0,0,0,Chili con carne,,<na>,en:denmark
Albondigas,,0,0,0,0,unknown,,<na>,en:denmark
Chipotle Chicken,E,0,0,0,0,Meals with chicken,,<na>,en:denmark
Tortilla chips sourcream and onion,,0,0,0,0,unknown,,<na>,en:denmark
TACO SHELLS,,0,0,0,0,unknown,,<na>,en:denmark
Hyldeblomst,,0,0,0,0,unknown,,<na>,en:denmark
Økologisk ginger shot,,0,0,1,1,unknown,,<na>,en:denmark
Sirup sugar,,0,0,0,0,unknown,,<na>,en:denmark
Æbleskiver,,0,0,1,0,unknown,,<na>,en:denmark
Æbleskiver Med Kakaocreme,,0,0,1,0,unknown,,<na>,en:denmark
Pandekager,,0,0,0,0,unknown,,<na>,en:denmark
Collagen Clean Protein,,0,0,0,0,unknown,,<na>,en:denmark
Collagen Yellow Blast,,0,0,0,0,unknown,,<na>,en:denmark
Collagen clean protein,,0,0,0,0,Dietary supplements,,<na>,en:denmark
Collagène,,0,0,0,0,Dietary supplements,,<na>,en:denmark
Collagen immune remedy,,0,0,0,0,unknown,,<na>,en:denmark
Pure marine collagen,,0,0,0,0,unknown,,<na>,en:denmark
Økologiske fuldkornsnudler,,0,1,1,1,Noodles,en:organic,<na>,en:denmark
Tomatrelish,,0,0,0,0,unknown,,<na>,en:denmark
glow pure collagen,,0,0,0,0,unknown,,<na>,en:denmark
Flow Performance Hydration,,0,0,0,0,unknown,,<na>,en:denmark
Æblemost,C,0,0,1,0,Apple juices,,<na>,en:denmark
Æblemost,,0,0,1,0,unknown,,<na>,en:denmark
fesken-iste,,0,0,0,0,unknown,,<na>,en:denmark
Citronlemonade,,0,1,0,0,unknown,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
Østershatte Deller,,0,0,1,0,unknown,,<na>,en:denmark
Tofu,,0,0,0,0,unknown,,<na>,en:denmark
Ice tea lemon,D,0,0,0,0,Iced teas,,<na>,en:denmark
"hair,skin&nails gummies",,0,0,0,0,unknown,"en:vegetarian,en:vegan",<na>,en:denmark
Vegan Protein Powder Cocoa,,0,0,0,1,unknown,,<na>,en:denmark
Cookies and caramel crisp - Murph - Murph,,0,0,0,0,unknown,,<na>,en:denmark
Protein Bar - Peanut & Caramel Crisp,,0,0,0,0,unknown,,<na>,en:denmark
Strawberry Protein Powder,,0,0,0,0,da:whey,,<na>,en:denmark
Protein powder Whey 100,,0,0,0,0,Protein powders,,<na>,en:denmark
Protein bar - milky Road,,0,0,0,0,unknown,,<na>,en:denmark
Chocolate Banana Crisp,,0,0,0,0,unknown,,<na>,en:denmark
Creatine monohydrate,,0,0,0,0,unknown,,<na>,en:denmark
Pasta Penne,,0,0,0,0,Penne,,<na>,"en:denmark,en:germany"
Protein bar,,0,0,0,0,unknown,,<na>,en:denmark
Protein bar,,0,0,0,0,Protein bars,en:no-added-sugar,<na>,en:denmark
Isotonic Sport Tropical,,0,0,0,0,unknown,,<na>,en:denmark
Isotonic Sport,,0,0,0,0,unknown,,<na>,en:denmark
Prework Out,,0,0,0,0,unknown,,<na>,en:denmark
Muscle mass cocoa flavour,,0,0,0,0,unknown,,<na>,en:denmark
Pancake And Waffle Mix,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
Energy Bar Coconut & Milk Chocolate,,0,0,0,0,Energy bars,,<na>,en:denmark
Energy Bar,,0,0,0,0,unknown,,<na>,en:denmark
Pomace Olive Oil,E,0,0,0,0,Olive oils,en:keyhole,<na>,en:denmark
Protein Powder Cookies & Cream,,0,0,0,0,unknown,,<na>,en:denmark
Coconut & Cookies Protein Bar Crisp,,0,0,0,0,unknown,,<na>,en:denmark
Pistachio & Cookies Protein Bar,,0,0,0,0,unknown,,<na>,en:denmark
Peanut Butter,,0,0,0,0,unknown,,<na>,en:denmark
Peanutbutter Crunchy,,0,0,0,0,unknown,,<na>,en:denmark
Pita Brød,,0,0,1,0,unknown,,<na>,en:denmark
Butter Chicken,,0,0,0,0,unknown,,<na>,en:denmark
Gele vla,,0,0,0,0,unknown,,<na>,en:denmark
Æblemost,,0,0,1,0,unknown,,<na>,en:denmark
Ish espumante,,0,0,0,0,unknown,,<na>,en:denmark
Spritz,,0,0,0,0,unknown,,<na>,en:denmark
G&T,,0,0,0,0,unknown,,<na>,en:denmark
De - Alcoholized Sparkling White,,0,0,0,0,unknown,,<na>,en:denmark
Sprødbagt sejfilet,,0,0,1,0,unknown,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark
Fiskefrikadeller,,0,0,0,0,unknown,"en:sustainable,en:sustainable-fishery,en:keyhole,en:sustainable-seafood-msc",<na>,en:denmark
Salmon Fillet,,0,0,0,0,unknown,en:keyhole,<na>,en:denmark
Torskefilet,,0,0,0,0,unknown,,<na>,en:denmark
Lakseruller med skind uden ben,,0,0,0,0,unknown,,<na>,en:denmark
Mørksej,,0,0,1,0,unknown,,<na>,en:denmark
Torskeloins,,0,0,0,0,unknown,,<na>,en:denmark
Laksefilet Med Skin,,0,0,0,0,unknown,,<na>,en:denmark
Torskefilet,,0,0,0,0,Cod fillets,en:keyhole,<na>,en:denmark
Laks Med Skin,,0,0,0,0,unknown,,<na>,en:denmark
Laksefars,,0,0,0,0,unknown,,<na>,en:denmark
Sprødbagt Sej Med Feta Og Spinat,,0,0,1,0,unknown,,<na>,en:denmark
dild-dellen,,0,0,0,0,da:grønsagsdeller,,<na>,en:denmark
Crispy Falafer,,0,0,0,0,unknown,,<na>,en:denmark
Risottokugler,,0,0,0,0,unknown,,<na>,en:denmark
Svampebøf,,0,0,1,0,unknown,,<na>,en:denmark
Braiseret Svampe Bourguignon,,0,0,0,0,unknown,,<na>,en:denmark
Vestafrikansk Peanut Stew,,0,0,0,0,unknown,,<na>,en:denmark
Mexicansk Sød Chiligryde,,0,0,1,0,unknown,,<na>,en:denmark
Milk-slice,,0,0,0,0,unknown,,<na>,en:denmark
Snack Horneado de mi tierra,,0,0,0,0,unknown,,<na>,en:denmark
Parmigiano Reggiano,D,0,0,0,0,Parmigiano-Reggiano,en:pdo,<na>,en:denmark
Grana Padano Dop,D,0,0,0,0,Grana Padano,,<na>,en:denmark
Æg,,0,0,1,0,unknown,,<na>,en:denmark
Mix Salat Med Thousand Island Dressing,,0,0,0,0,unknown,,<na>,en:denmark
"Salat med pasta, kylling and kebab dressing",,0,0,0,0,unknown,,<na>,en:denmark
"Maltidssalat med pasta, kylling and mangokarry dressing",,0,0,0,0,unknown,,<na>,en:denmark
Søde Peberfrugter Med Flødeost,,0,0,1,0,unknown,,<na>,en:denmark
Yoghurt fersken hindbaer,,0,0,0,0,unknown,,<na>,en:denmark
Pære Og Banan Yoghurt,,0,0,1,0,unknown,,<na>,en:denmark
Yoghurt,,0,0,0,0,unknown,,<na>,en:denmark
Yoghurt Naturel,,0,0,0,0,unknown,,<na>,en:denmark
Koteletter Oregano & Hvidløg,,0,0,1,0,unknown,,<na>,en:denmark
Paprika Koteletter,,0,0,0,0,unknown,,<na>,en:denmark
Dansk Kyllingelårfilet,,0,0,1,0,unknown,,<na>,en:denmark
BBQ kyllinglårfilet,,0,0,1,0,unknown,,<na>,en:denmark
Surdejs Pizzabund,,0,0,0,0,unknown,,<na>,en:denmark
"Rødkålssalat Med Selleri, Æble Og Valnød",,0,0,1,0,unknown,,<na>,en:denmark
Piskefløde 38% Fedt,,0,0,1,0,unknown,,<na>,en:denmark
Kalkunkyllinge Frikadeller,,0,0,0,0,unknown,,<na>,en:denmark
Mini frikadeller,,0,0,0,0,unknown,,<na>,en:denmark
Middagsfrikadeller,,0,0,0,0,unknown,,<na>,en:denmark
Kyllingen Nuggets,,0,0,0,0,unknown,,<na>,en:denmark
Wow Stykker,,0,0,0,0,unknown,,<na>,en:denmark
Fløde kartofler,,0,0,1,0,unknown,,<na>,en:denmark
Flødekartofler,,0,0,1,0,unknown,,<na>,en:denmark
Napolitana Mix,,0,0,0,0,unknown,,<na>,en:denmark
Vårsalat,,0,0,1,0,unknown,,<na>,en:denmark
Fettuccine,,0,0,0,0,unknown,,<na>,en:denmark
Proteinshake 50g,,0,0,0,0,Protein shakes,,<na>,en:denmark
Protein Shake kakao,,0,0,0,0,Protein shakes,,<na>,en:denmark
Proteindrikkeyoghurt med smag af jordbær,E,0,0,1,0,Drinkable-yogurts,,<na>,en:denmark
Protein yogurt vanilla,,0,0,0,0,unknown,,<na>,en:denmark
Lårfilet Med Skind,,0,0,1,0,unknown,,<na>,en:denmark
Prosciutto Crudo Capelleti,,0,0,0,0,unknown,,<na>,en:denmark
Ricotta & spinat Torellinoni,,0,0,0,0,unknown,,<na>,en:denmark
Cappelletti Med Skinke,,0,0,0,0,unknown,,<na>,en:denmark
Cookie,,0,0,0,0,unknown,,<na>,en:denmark
Spicy kyllingesalat med kimchi dressing,,0,0,0,0,unknown,,<na>,en:denmark
Maltidssalat med røget laks og kartoffel,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Okse 7-10,,0,0,0,0,unknown,,<na>,en:denmark
Koteletter / Svin,,0,0,0,0,unknown,,<na>,en:denmark
Hakket Oksekød 14-18%,,0,0,1,0,unknown,,<na>,en:denmark
Broccolisalat med bacon,,0,0,0,0,unknown,,<na>,en:denmark
Cæsarsalat,,0,0,1,0,unknown,,<na>,en:denmark
Spaghetti Bolognese,,0,0,0,0,unknown,,<na>,en:denmark
Spaghetti Bolognese Med Okse- Og Grisekød,,0,0,1,0,unknown,,<na>,en:denmark
Taglistelle Carbonara,,0,0,0,0,unknown,,<na>,en:denmark
Carbonara,,0,0,0,0,unknown,,<na>,en:denmark
Chili Con Carne,,0,0,0,0,Meals,,<na>,en:denmark
Boller I Karry Med Ris,,0,0,0,0,unknown,,<na>,en:denmark
Red Curry,,0,0,0,0,unknown,,<na>,en:denmark
Butter Chicken,E,0,0,0,0,Butter chicken,,<na>,en:denmark
Svensk Pølseret,,0,0,1,0,unknown,,<na>,en:denmark
Lasagne,,0,0,0,0,unknown,,<na>,en:denmark
Paella With Chicken And Chorizo,,0,0,0,0,unknown,,<na>,en:denmark
Kylling Gyros,,0,0,0,0,unknown,,<na>,en:denmark
Korean Style BBQ Pulled,,0,0,0,0,unknown,,<na>,en:denmark
Bami Goreng,,0,0,0,0,unknown,,<na>,en:denmark
Kylling i Citrongræs,,0,0,1,0,unknown,,<na>,en:denmark
Islatte espresso,,0,0,0,0,unknown,,<na>,en:denmark
Fersk pølse af kylling,,0,0,1,0,Sausages,,<na>,en:denmark
Ribsteaks,,0,0,0,0,unknown,,<na>,en:denmark
Ribsteak,,0,0,0,0,unknown,,<na>,en:denmark
BBQ & Ost,,0,0,0,0,unknown,,<na>,en:denmark
Fiskefrikadeller,,0,0,0,0,unknown,,<na>,en:denmark
Ribeye,,0,0,0,0,unknown,,<na>,en:denmark
365 salatskålens hverdagsmix,,0,0,1,0,Leaf vegetables,en:keyhole,<na>,en:denmark
Farsruller Med Bacon,,0,0,0,0,unknown,,<na>,en:denmark
Shawarma Strimler,,0,0,0,0,unknown,,<na>,en:denmark
Kylling og urtedressing wrap,,0,0,0,0,unknown,,<na>,en:denmark
"Wrap, Gyros",,0,0,0,0,unknown,,<na>,en:denmark
Kylling Og Bacon Sandwich,,0,0,0,0,unknown,,<na>,en:denmark
Grab'n Go Skinke Og Ost,,0,0,0,0,unknown,,<na>,en:denmark
Kylling Og Bacon Sandwich,,0,0,0,0,unknown,,<na>,en:denmark
Falafel & Hummus Wrap,,0,0,0,0,unknown,,<na>,en:denmark
Falafel Wrap,,0,0,0,0,unknown,,<na>,en:denmark
Spicy Tun Sandwich,,0,0,0,0,unknown,,<na>,en:denmark
"Wrap, Kylling & Karry",,0,0,0,0,unknown,,<na>,en:denmark
Lasagne Plader,,0,0,0,0,unknown,,<na>,en:denmark
Coop 365 Protein Drink,,0,0,0,0,Protein shakes,,<na>,en:denmark
Hakket Oksekød 8-12%,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Oksekød 4-7,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Oksekød,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Oksekød 4-7%,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Oksekød 4-7%,,0,0,1,0,unknown,,<na>,en:denmark
ANGLAMARK Økologisk Hakket oksekød,,0,0,1,1,unknown,,<na>,en:denmark
Hakket Økologisk Oksekød 8-12%,,0,0,1,1,unknown,,<na>,en:denmark
Hk Oksekød 8-12,,0,0,1,0,unknown,,<na>,en:denmark
Cæsarsalat med pasta,,0,0,1,0,unknown,,<na>,en:denmark
Kyllinge Popcorn,,0,0,0,0,unknown,,<na>,en:denmark
Mørbrad,,0,0,1,0,unknown,,<na>,en:denmark
Sandwichbrød Lyst,,0,0,1,0,unknown,,<na>,en:denmark
Sandwich Brød,,0,0,1,0,unknown,,<na>,en:denmark
Klassisk Medister,,0,0,0,0,unknown,,<na>,en:denmark
Hakket Oksekød 4-7%,,0,0,1,0,unknown,,<na>,en:denmark
Hakket oksekød 5-8%,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Oksekød 14-18%,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Svinekød 4-7%,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Gris Og Kalv 4-7%,,0,0,0,0,unknown,,<na>,en:denmark
Hakket Gris 8-12%,,0,0,0,0,unknown,,<na>,en:denmark
Kalv Og Gris,,0,0,0,0,unknown,,<na>,en:denmark
Hakket Grisekød 4-7%,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Gris & Kalv 8-12%,,0,0,0,0,unknown,,<na>,en:denmark
Minced Beef/Pork Mix 9-15%,,0,1,0,0,unknown,"en:organic,en:eu-organic",<na>,en:denmark
Ribeye,,0,0,0,0,unknown,,<na>,en:denmark
Vanilje Kranse,,0,0,0,0,unknown,,<na>,en:denmark
Drssert Pandekager,,0,0,0,0,unknown,,<na>,en:denmark
KOLDRØGET LAKS I SKIVER,,0,0,1,0,Fish (shelf stable),"en:responsible-aquaculture,en:responsible-aquaculture-asc",<na>,en:denmark
Mørkt Durumkerne Rugbrød,,0,0,1,0,unknown,,<na>,en:denmark
Nakkekoteletter,,0,0,0,0,unknown,,<na>,en:denmark
Hakket Grisekød 8-12%,,0,0,1,0,unknown,,<na>,en:denmark
Hønsesalat,,0,0,1,0,unknown,,<na>,en:denmark
Laksesalat,,0,0,0,0,unknown,,<na>,en:denmark
Æggesandwich,,0,0,1,0,unknown,,<na>,en:denmark
"Wrap, Tandori/kylling",,0,0,0,0,unknown,,<na>,en:denmark
Kyllinge Wraps,,0,0,0,0,unknown,,<na>,en:denmark
Skyr J&R,,0,0,1,0,unknown,,<na>,en:denmark
Kæmperejer,,0,0,1,0,unknown,,<na>,en:denmark
Hakket oksekød,,0,0,1,0,unknown,,<na>,en:denmark
Hakket Gris Og Kalv 8-12% Rå,,0,0,1,0,unknown,,<na>,en:denmark
Måltidssalat Med Pulled Pork,,0,0,1,0,unknown,,<na>,en:denmark
Økologisk Medister,,0,1,1,1,unknown,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
Økologiske Frikadeller Af Gris,,0,0,1,1,unknown,,<na>,en:denmark
Protein salat,,0,0,0,0,unknown,,<na>,en:denmark
Nudelsalat Med Kylling Og Cashewnødder,,0,0,1,0,unknown,,<na>,en:denmark
Spicy Kylling,,0,0,0,0,unknown,,<na>,en:denmark
Laks Og Kartoffel,,0,0,0,0,unknown,,<na>,en:denmark
Græsk Inspireret Salat Med Pasta,,0,0,1,0,unknown,,<na>,en:denmark
Marokkansk Inspireret Couscoussalat,,0,0,0,0,unknown,,<na>,en:denmark
Kyllingesalat Med Smag Af Italien,,0,0,0,0,unknown,,<na>,en:denmark
Caesar Salad,,0,0,0,0,unknown,,<na>,en:denmark
Måltidssallat Med Kæmpe Rejer,,0,0,1,0,unknown,,<na>,en:denmark
Mix Salat,,0,0,0,0,unknown,,<na>,en:denmark
Kakaomælk,,0,0,1,0,unknown,,<na>,en:denmark
Protein Shake Vanilla,,0,0,0,0,unknown,,<na>,en:denmark
Protein Shake Chocolate,,0,0,0,0,unknown,,<na>,en:denmark
Protein Shake Salty Caramel,,0,0,0,0,unknown,,<na>,en:denmark
Dulcita tomatoes,A,1,0,0,0,Dulcita-tomatoes,,<na>,en:denmark
Proteinshake Summer Boost,,0,0,0,0,unknown,,<na>,en:denmark
Iceberg Snittet,,0,0,0,0,unknown,,<na>,en:denmark
Økologisk Revet Gulerod,,0,0,1,1,unknown,,<na>,en:denmark
Wokmix Asia-Style,,0,0,0,0,unknown,,<na>,en:denmark
Wokmix Mexican Style,,0,0,0,0,unknown,en:keyhole,<na>,en:denmark
Fettuccine,,0,0,0,0,unknown,,<na>,en:denmark
Lasagne Plader,,0,0,0,0,unknown,,<na>,en:denmark
BBQ Cotolettes,,0,0,0,0,unknown,,<na>,en:denmark
Grill Koteletter Gyros,,0,0,0,0,unknown,,<na>,en:denmark
BBQ Koteletter,,0,0,0,0,unknown,,<na>,en:denmark
Grillraket,,0,0,0,0,unknown,,<na>,en:denmark
Halehængt Laks,,0,0,1,0,unknown,,<na>,en:denmark
Kernefri Druer Autumn Crisp,,0,0,0,0,unknown,,<na>,en:denmark
Hakket Okse Og Gris,,0,0,0,0,unknown,,<na>,en:denmark
Pizza Und Surdej,,0,0,0,0,unknown,,<na>,en:denmark
Kylling Underlår,,0,0,1,0,unknown,,<na>,en:denmark
Nakkefilet,,0,0,0,0,unknown,,<na>,en:denmark
Dansk Kyllinge Bryst (Med Lage),,0,0,1,0,unknown,,<na>,en:denmark
Crunchy peanut butter,E,0,0,0,0,Peanut butters,,<na>,en:denmark
Sandwich bread,,0,0,0,0,unknown,,<na>,en:denmark
Rugbrød,,0,0,1,0,unknown,,<na>,en:denmark
Fuldkorns Sandwichbrød,,0,0,1,0,unknown,,<na>,en:denmark
Tunsalat,,0,0,0,0,Prepared salads,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark
Flag Bread,,0,0,0,0,unknown,,<na>,en:denmark
Lakridsmix,,0,0,0,0,unknown,,<na>,en:denmark
Sandwich sprede,,0,0,0,0,unknown,,<na>,en:denmark
Træstammer,,0,0,1,0,unknown,en:rainforest-alliance,<na>,en:denmark
Hindbær Roulade,,0,0,1,0,unknown,,<na>,en:denmark
Kammerjunkere,C,0,0,0,0,Biscuits,,<na>,en:denmark
Mini Kammerjunkere,C,0,0,0,0,Biscuits,,<na>,en:denmark
Kammerjunker,,0,0,0,0,unknown,,<na>,en:denmark
Økologiske Kammer Junkere,,0,0,1,1,unknown,,<na>,en:denmark
Peanutbar,,0,0,0,0,unknown,,<na>,en:denmark
Luksus Tartelet Skaller,,0,0,0,0,unknown,,<na>,en:denmark
Mayonnaise,,0,0,0,0,unknown,,<na>,en:denmark
Remoulade,,0,0,1,0,unknown,,<na>,en:denmark
Let Remoulade,,0,0,1,0,Remoulade sauce,,<na>,en:denmark
Italiensk Salat,,0,0,0,0,unknown,,<na>,en:denmark
Tun Salat,,0,0,0,0,unknown,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark
Pinjekerner,,0,0,0,0,unknown,,<na>,en:denmark
Chia Frø,,0,0,1,0,unknown,,<na>,en:denmark
Let Mayo,,0,0,0,0,unknown,,<na>,en:denmark
Let Mayonaise,,0,0,0,0,unknown,,<na>,en:denmark
Rugbrød Mørkt,,0,0,1,0,unknown,,<na>,en:denmark
Æbleskiver,,0,0,1,0,unknown,,<na>,en:denmark
Ekstra Lagret Danbo,,0,0,0,0,unknown,,<na>,en:denmark
Lagret Danbo BGB,,0,0,0,0,unknown,,<na>,en:denmark
Økologisk Pizza Med Svampe Og Kartofler,,0,0,1,1,unknown,,<na>,en:denmark
Øko Pizza Pepperoni,,0,0,1,0,unknown,,<na>,en:denmark
Økologisk Pizza Med Lufttørret Skinke,,0,0,1,1,unknown,,<na>,en:denmark
Øko Pizza Kebab,,0,0,1,0,unknown,,<na>,en:denmark
Grøn Pesto,,0,0,1,0,unknown,,<na>,en:denmark
Hummus,,0,0,0,0,unknown,,<na>,en:denmark
Søde peberfrugter med flødeost,,0,0,1,0,unknown,,<na>,en:denmark
Aioli,E,0,0,0,0,Aiolis,,<na>,en:denmark
Hummus,,0,0,0,0,unknown,,<na>,en:denmark
Hummus Med Soltørrede Tomater,,0,0,1,0,unknown,,<na>,en:denmark
Aioli Med Chili,,0,0,0,0,unknown,,<na>,en:denmark
Økologisk Hummus,,0,0,1,1,unknown,,<na>,en:denmark
Smørepålæg,,0,0,1,0,unknown,,<na>,en:denmark
Fløde Kartofler Med Rød Peberfrugt,,0,0,1,0,unknown,,<na>,en:denmark
Flødekartofler,,0,0,1,0,unknown,,<na>,en:denmark
Økologisk Bacon i skiver,,0,1,1,1,unknown,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
Parmegiano Reggiano,,0,0,0,0,unknown,,<na>,en:denmark
Pao Pad Krapow,,0,0,0,0,unknown,,<na>,en:denmark
Kødboller,,0,0,1,0,unknown,,<na>,en:denmark
Kylling Kebab,,0,0,0,0,unknown,,<na>,en:denmark
Pitabrød Frosne,,0,0,1,0,unknown,,<na>,en:denmark
Remolade,,0,0,0,0,unknown,,<na>,en:denmark
Let Remoulade,,0,0,1,0,Remoulade sauce,,<na>,en:denmark
Let Mayonnaise,,0,0,0,0,unknown,,<na>,en:denmark
Tyndskåret Skinke,,0,0,1,0,unknown,,<na>,en:denmark
Rustik Surdejsbaguette,,0,0,0,0,unknown,,<na>,en:denmark
Pitabrød,,0,0,1,0,unknown,,<na>,en:denmark
Lasagne,,0,0,0,0,unknown,,<na>,en:denmark
Nupo one meal Vanilla Treat Pancake,,0,0,0,0,unknown,,<na>,en:denmark
"Mango, vanilla diet shake",,0,0,0,0,unknown,,<na>,en:denmark
One Meal Chocolate,,0,0,0,0,unknown,,<na>,en:denmark
"One Meal, Brownie Crunch",,0,0,0,0,Bars,,<na>,en:denmark
Nupo Slim Boost,,0,0,0,0,unknown,,<na>,en:denmark
Nupo Protein Bite Chocolate flavour,,0,0,0,0,unknown,,<na>,en:denmark
One meal soft baked cookies and cream,,0,0,0,0,unknown,,<na>,en:denmark
One Meal Chocolate,,0,0,0,0,unknown,,<na>,en:denmark
Diet shake jordbær,,0,0,1,0,unknown,,<na>,en:denmark
One meal - yougurt lemon crisp,,0,0,0,0,unknown,,<na>,en:denmark
One metal,,0,0,0,0,unknown,,<na>,en:denmark
One meal,,0,0,0,0,unknown,,<na>,en:denmark
One Meal Cookie Crunch,,0,0,0,0,unknown,,<na>,en:denmark
One meal,,0,0,0,0,unknown,,<na>,en:denmark
One Meal Caramel,,0,0,0,0,unknown,,<na>,en:denmark
Snack Bite nupo,,0,0,0,0,unknown,,<na>,en:denmark
Crisp Bread,,0,0,0,0,Crispbreads,,<na>,en:denmark
One meal prime,,0,0,0,0,unknown,,<na>,en:denmark
Nupo,,0,0,0,0,unknown,,<na>,en:denmark
Diet Oatmeal Appel Cinneamon,,0,0,0,0,unknown,,<na>,en:denmark
Crisp bread,,0,0,0,0,unknown,,<na>,en:denmark
Your Daily Spinach Apple And Cucumber Wild Green Juice,,0,0,0,1,unknown,,<na>,en:denmark
"Chia, Mango & Passion Smoothie",,0,0,0,0,unknown,,<na>,en:denmark
"Your daily beetroot, apple & ginger boost",,0,0,0,0,unknown,,<na>,en:denmark
"Smoothie, Strawberry, Apple & Banana",,0,0,0,0,unknown,,<na>,en:denmark
"Smoothie Æble, Banan Og Kiwi",,0,0,1,0,unknown,,<na>,en:denmark
